Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)"
,,,,,,,,,,,,,,,,,,,,,,,,rice vinegar,15.089507630697437,15.089507630697437,,,,Salt,0.9422851215,3.0446513587500004,,,,,,,,,,,,,,,,,,,ancho,2.8333333332854305,2.8333333332854305,red chili,11.25,11.25,light-brown sugar,9.166666666666666,9.166666666666666,tomato paste,2.729166666805095,21.26214234375,blue cheese,1.125,11.33980925,jalapeño pepper,1.75,1.75,cider vinegar,4.979166666666667,4.979166666666667,,,,,,,,,,,,,,,,Canola Oil,9.333333333333334,9.333333333333334,egg,1.7916666666666667,17.357142857142858,whole milk,3.05,3.05,all-purpose flour,3.906249999933955,62.5,,,,soy sauce,8.0,8.0,,,,,,,,,,,,,,,,dried red chilies,1.0,1.125,,,,mint,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,chinese Cabbage,10.5,10.5,,,,,,,,,,,,,,,,,,,,,,Vegetable oil,4.605692856304837,4.605692856304837,,,,,,,water,3.69669119525,15.0,sea salt,4.375,4.375,garlic,0.4722222222142384,3.0,,,,,,,,,,vegetable stock,2.36458333329335,2.36458333329335,,,,,,,worcestershire sauce,5.666666666666667,5.666666666666667,seasoned rice vinegar,11.175,11.175,almond butter,4.0,4.0,shallot,9.851851851851853,9.851851851851853,,,,,,,extra-virgin olive oil,6.847339597123207,13.694679194246413,,,,ginger root,0.9999999999830934,0.9999999999830934,,,,,,,chile,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,chillies,15.0,15.0,,,,herbs,0.8100000000000002,0.8100000000000002,,,,,,,,,,,,,,,,,,,Ginger,2.8125,2.8125,frozen peas,11.166666666666666,33.5,mushrooms,8.75,8.75,jalapeño,2.3333333333333335,2.3333333333333335,fish sauce,1.0000000000676281,4.5,dark chocolate,1.6666666666666667,1.6666666666666667,water,4.92892159375,44.36029434375,,,,,,,,,,,,,,,,Sesame Oil,9.066666666666666,9.066666666666666,lemon juice,1.52499999997422,1.906249999967775,white vinegar,2.5,11.175,lime juice,3.849999999934908,45.375,,,,fresh orange juice,7.7499999998689715,7.7499999998689715,,,,,,,,,,,,,,,,starch,0.7999999999864744,3.9999999999323723,,,,chili,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,tomato sauce,10.208333333333334,37.79936416666667,,,,,,,,,,,,,,,,,,,,,,brown sugar,4.53124999992339,6.874999999883765,,,,,,,Vegetable oil,3.5,3.5,Chili sauce,4.265624999927882,4.265624999927882,coriander leaf,0.4444444444444444,0.4444444444444444,,,,,,,,,,green onion,2.3148148148148153,2.3148148148148153,,,,,,,milk,5.524969780747561,91.5,light soy sauce,10.649999999999999,10.649999999999999,flour,3.9062499999339573,3.9062499999339573,green onions,8.333333333333334,37.5,,,,,,,vegetable oil,4.666666666666667,4.666666666666667,,,,olive oil,0.9642857142857143,4.5,,,,,,,water,7.3933823905,14.78676478125,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,bread crumb,13.5,13.5,,,,orange zest,0.8,0.8,,,,,,,,,,,,,,,,,,,cilantro,2.8027333333336037,2.8027333333336037,Shiitake Mushrooms,11.0,11.0,soy sauce,8.0,21.25,jalapeno chili,2.3333333333333335,2.3333333333333335,garlic,1.0,15.0,kosher salt,1.53612238453072,1.53612238453072,bread,4.833333333333333,58.0,,,,,,,,,,,,,,,,red chilli,8.4375,8.4375,Powdered sugar,1.51738474,1.51738474,garlic powder,2.425,2.425,lemon juice,3.81249999993555,3.81249999993555,,,,mint leaves,7.6000000001284915,7.6000000001284915,,,,,,,,,,,,,,,,salt,0.75,1.1156133954289904,,,,Scallions,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Parmesan cheese,9.294140625,11.61767578125,,,,,,,,,,,,,,,,,,,,,,peanut oil,4.5,10.125,,,,,,,canola oil,3.5,3.5,honey,4.2,4.2,salt,0.4166666666666667,1.0,,,,,,,,,,Coarse salt,2.3146156649980094,2.3146156649980094,,,,,,,Butter,5.357142857142857,5.357142857142857,flour,10.416666666666666,10.416666666666666,ginger root,3.75,3.75,cornstarch,8.0,8.0,,,,,,,Prawn,4.5,4.5,,,,lemon juice,0.8333333333333334,13.555555555555555,,,,,,,egg,7.166666666666667,7.166666666666667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,sugar,12.5,12.5,,,,fresh thyme,0.8,0.8,,,,,,,,,,,,,,,,,,,coriander,2.5,2.5,1% milk,10.166666666666666,10.166666666666666,lemon juice,7.6249999998711,7.6249999998711,brown sugar,2.265624999961695,2.265624999961695,herbes de Provence,1.0,1.0,tomato ketchup,1.4166666666666667,1.4166666666666667,smoked bacon,4.708333333333333,4.708333333333333,,,,,,,,,,,,,,,,thai red Curry paste,8.0,8.0,ketchup,1.4166666666666667,1.4166666666666667,mayonnaise,2.4062499999593165,57.75,red wine vinegar,3.725,3.725,,,,rice vinegar,7.45,7.45,,,,,,,,,,,,,,,,olive oil,0.675,0.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish sauce,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,tamari,4.5,4.5,,,,,,,toasted sesame oil,3.4,3.4,lime,4.1875,41.875,sugar,0.4166666666666667,0.4166666666666667,,,,,,,,,,dark sesame oil,2.2666666666666666,2.2666666666666666,,,,,,,safflower oil,5.1,5.1,carrot,10.166666666666666,32.0,kosher salt,3.6406249999384483,3.6406249999384483,soy sauce,8.0,8.0,,,,,,,Kosher salt,4.254742085177429,4.254742085177429,,,,coloring,0.8214869323333334,0.8214869323333334,,,,,,,unsweetened coconut milk,7.0625,99.22333093750001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Worcestershire Sauce,11.458333333333334,11.458333333333334,,,,salt,0.75,5.285415625000213,,,,,,,,,,,,,,,,,,,extra-virgin olive oil,2.25,9.0,Olive Oil,9.0,9.0,vegetable oil,7.0,7.0,Kosher salt,2.0173328324993536,4.321577007996556,unsalted butter,0.9466666666666667,7.1,jalapeno,1.4,1.4,Tomato,4.65625,4.65625,,,,,,,,,,,,,,,,seasoned rice vinegar,7.45,7.45,Lime,1.3958333333333333,1.3958333333333333,cream,2.2884615384615383,2.2884615384615383,shallot,3.4375000002324714,10.0,,,,jalapeño chiles,7.0,7.0,,,,,,,,,,,,,,,,cornstarch,0.66666666670048,3.9999999999323723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oyster sauce,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,chili sauce,4.265624999927882,4.265624999927882,,,,,,,peanut oil,3.375,5.0625,lime juice,3.849999999934908,3.849999999934908,fresh ginger,0.3666666666666667,0.3666666666666667,,,,,,,,,,olive oil,2.25,2.25,,,,,,,chicken stock,4.999999999915466,4.999999999915466,peanut oil,10.125,10.125,butter,3.55,3.55,fresh orange juice,7.7499999998689715,7.7499999998689715,,,,,,,Oil,3.5,3.5,,,,chili powder,0.675,1.35,,,,,,,green onions,6.9444444444444455,6.9444444444444455,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,beef ramen noodles,10.631071171875,10.631071171875,,,,celery seed,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,pomegranate,2.175,2.175,onion,8.75,31.25,unsalted butter,7.0,7.0,Masala,2.0,3.0,Coarse salt,0.7905008440018613,0.7905008440018613,light brown sugar,1.1328124999808475,1.1328124999808475,Tomatoes,4.65625,4.65625,,,,,,,,,,,,,,,,Oil,7.0,7.0,Vegetable oil,1.1926377318997126,1.4040744569831938,sea salt,2.2082856937538753,2.2082856937538753,serrano chiles,3.05,3.05,,,,green onions,6.9444444444444455,37.5,,,,,,,,,,,,,,,,green onion,0.6,5.555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lime,8.375,20.9375,,,,,,,,,,,,,,,,,,,,,,vegetable,4.265624999927881,4.265624999927881,,,,,,,shallot,3.3333333333333335,3.3333333333333335,tomato sauce,3.828124999935278,20.711088904878835,cinnamon stick,0.3611111111111111,0.3611111111111111,,,,,,,,,,Sugar,2.1,2.1,,,,,,,sea salt,4.88038599749917,4.88038599749917,Cheddar,9.416666666666666,9.416666666666666,sesame oil,3.4,27.25,mint leaves,7.6000000001284915,7.6000000001284915,,,,,,,scallions,3.4722222222222228,3.4722222222222228,,,,chile powder,0.675,0.675,,,,,,,scallions,6.9444444444444455,13.888888888888891,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,piece ginger,10.346297399840646,16.480972222223055,,,,smoked paprika,0.575,0.575,,,,,,,,,,,,,,,,,,,fish sauce,2.0000000001352563,2.0000000001352563,egg,8.333333333333334,12.5,kale,6.999999999999993,6.999999999999993,Fresh Ginger,1.9999999999661868,1.9999999999661868,granulated garlic,0.775,4.85,brown sugar,1.1328124999808475,1.1328124999808475,sweet paprika,4.533333333409978,4.533333333409978,,,,,,,,,,,,,,,,Puff Pastry,6.25,6.25,sesame seeds,1.1250000000570615,1.1250000000570615,falafel,2.125,50.0,spring onion,3.0,3.0,,,,Olive oil,6.75,6.75,,,,,,,,,,,,,,,,fresh ginger,0.599999999989856,0.599999999989856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cream cheese,8.09986375,15.9466067578125,,,,,,,,,,,,,,,,,,,,,,Worcestershire sauce,4.25,4.25,,,,,,,Soy Sauce,3.2,9.6,cooking oil,3.5,3.5,coriander seeds,0.36,0.36,,,,,,,,,,Soy Sauce,2.0,2.0,,,,,,,canola oil,4.666666666666667,4.666666666666667,mozzarella,9.333333333333334,9.333333333333334,extra-virgin olive oil,3.375,6.75,sherry,7.481352522782763,7.481352522782763,,,,,,,olive oil,3.375,13.5,,,,kosher salt,0.6067708333641094,1.618055555637625,,,,,,,dry white wine,6.90369630162628,6.90369630162628,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,green pepper,9.916666666666666,9.916666666666666,,,,cornstarch,0.533333333360384,0.533333333360384,,,,,,,,,,,,,,,,,,,Fresh Basil,1.9874999999999998,1.9874999999999998,carrot,7.625,12.0,green onion,6.9444444444444455,6.9444444444444455,starch,1.9999999999661862,1.9999999999661862,Cilantro leaves,0.7449166666666668,4.694482683334566,dark brown sugar,1.1328124999808475,1.1328124999808475,ginger,4.49999999992392,4.49999999992392,,,,,,,,,,,,,,,,heavy cream,5.625,5.625,Confectioners' sugar,1.0523274104997467,1.0523274104997467,Red onion,2.0833333333333335,2.0833333333333335,mint leaves,2.8125,2.8125,,,,white onion,6.666666666666667,28.75,,,,,,,,,,,,,,,,garlic,0.5599999999999999,6.799999999885033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soy sauce,7.96875,8.0,,,,,,,,,,,,,,,,,,,,,,lime,4.1875,16.75,,,,,,,celery,3.15625,3.15625,oil,3.5,14.0,lime leaf,0.3,0.3,,,,,,,,,,Lemon Juice,1.906249999967775,1.906249999967775,,,,,,,parmesan cheese,4.6470703125,4.6470703125,spring onion,9.259259259259261,10.416666666666668,basil,3.0,3.0,rice vinegar,7.45,7.45,,,,,,,salt,3.0,4.620646965625,,,,cayenne pepper,0.6,0.675,,,,,,,eggplants,6.833333333333326,6.833333333333326,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Parmesan Cheese,9.294140625,9.294140625,,,,ginger,0.5,1.49999999997464,,,,,,,,,,,,,,,,,,,Kosher salt,1.6816400000001621,1.6816400000001621,Butter,7.099999999999999,7.099999999999999,green onions,6.9444444444444455,9.259259259259261,coriander seed,1.6666666666666667,1.6666666666666667,kosher salt,0.7283908439997181,4.854166666912875,apple cider vinegar,0.93125,0.93125,jalapeno chili,4.375,4.375,,,,,,,,,,,,,,,,tamarind,5.624999999904899,5.624999999904899,Salt,0.75869237,2.25,Salt,2.040156300647479,2.040156300647479,coriander,2.625,2.625,,,,celery rib,6.666666666666667,6.666666666666667,,,,,,,,,,,,,,,,black pepper,0.5578066977144952,0.5578066977144952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vinegar,7.45,7.45,,,,,,,,,,,,,,,,,,,,,,rice vinegar,3.725,14.875,,,,,,,Thai basil,3.0,3.0,shallots,3.3333333333333335,59.111111111111114,cumin seeds,0.2625,0.42000000000000004,,,,,,,,,,peanuts,1.825,36.5,,,,,,,yellow onion,4.375,27.5,honey-roasted peanuts,9.0,9.0,Kosher salt,2.8331238731245842,3.352773721249821,sesame oil,6.8,6.8,,,,,,,Salt,2.934491177407626,3.894392271414982,,,,tumeric,0.6,0.6,,,,,,,vinegar,6.25,6.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,green garlic,9.0,9.0,,,,fresh basil,0.5,0.5,,,,,,,,,,,,,,,,,,,tomato paste,1.63749999997231,4.093749999930775,olive oil,6.75,9.0,scallions,6.9444444444444455,27.777777777777782,kosher salt,1.618055555637625,7.28125,lemon,0.7,0.7,paprika,0.85,1.7,ketchup,4.25,4.25,,,,,,,,,,,,,,,,Soy Sauce,5.333333333333333,5.333333333333333,turmeric,0.75,0.75,olive oil,1.9791057789997504,20.25,egg,2.388888888888889,12.5,,,,serrano,6.5625,6.5625,,,,,,,,,,,,,,,,sugar,0.525,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white wine,7.35,19.882645348683685,,,,,,,,,,,,,,,,,,,,,,Sriracha,3.599999999756539,3.599999999756539,,,,,,,Garlic,3.0,3.0,frozen peas,3.140625,3.140625,kaffir lime leaves,0.24,0.24,,,,,,,,,,sesame seeds,1.5,1.5,,,,,,,tomato paste,4.093749999930775,8.18749999986155,celery,8.416666666666666,20.0,shallot,2.5,2.5,white onion,6.666666666666667,28.75,,,,,,,cumin,2.4,2.4,,,,bay leaf,0.6,0.6,,,,,,,rice,6.093749999896973,97.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,onion,8.45350567546075,33.333333333333336,,,,pepper,0.47114256075,2.6427078125001064,,,,,,,,,,,,,,,,,,,sea salt,1.618055555637625,3.21675,extra virgin olive oil,6.75,6.75,Sesame Oil,6.8,6.8,curry leaves,1.5,1.5,chile powder,0.675,0.675,salt,0.75,3.3345606937492076,butter,4.166666666666667,18.833333333333332,,,,,,,,,,,,,,,,honey,5.25,22.5,tomato paste,0.6822916667012737,34.01942775,lemon juice,1.906249999967775,7.6249999998711,scallion,2.3148148148148153,2.3148148148148153,,,,onion,6.25,27.5,,,,,,,,,,,,,,,,chili paste,0.5104166666925555,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mirin,7.274999999877,7.274999999877,,,,,,,,,,,,,,,,,,,,,,sambal,3.1874999999461084,3.1874999999461084,,,,,,,brown sugar,2.718749999954034,2.718749999954034,wood-ear fungus,3.0,3.0,shrimp paste,0.20833333333333334,0.6666666667004807,,,,,,,,,,green chile,1.5,1.5,,,,,,,coriander,3.5,3.5,peanut butter,8.0,32.25,scallion,2.3148148148148153,2.3148148148148153,celery rib,6.666666666666667,6.666666666666667,,,,,,,sweet paprika,1.7,1.7,,,,onions,0.555555555583734,0.555555555583734,,,,,,,Red Curry Paste,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Green Onions,8.333333333333334,8.333333333333334,,,,fenugreek,0.4625,5.55,,,,,,,,,,,,,,,,,,,chives,1.5,1.5,celery,6.666666666666667,20.0,Brown Sugar,6.796874999885086,6.796874999885086,minced ginger,1.49999999997464,1.49999999997464,Celery,0.6666666666666666,0.6666666666666666,seasoning,0.7333333333333334,0.7333333333333334,feta cheese,4.166666666666667,4.166666666666667,,,,,,,,,,,,,,,,Lemongrass,5.0,5.0,Pepper,0.6489700876127846,0.6489700876127846,spring onion,1.7361111111111114,1.7361111111111114,scotch bonnet peppers,2.2874999999999996,2.2874999999999996,,,,Vegetable oil,5.8336200966666665,5.8336200966666665,,,,,,,,,,,,,,,,ginger,0.5,0.599999999989856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cilantro leaves,7.095111870726919,7.095111870726919,,,,,,,,,,,,,,,,,,,,,,white sugar,3.124999999947175,3.124999999947175,,,,,,,Soy sauce,2.65,2.65,cilantro leaves,2.7351905107924823,2.7351905107924823,bay leaves,0.19999999999999998,0.19999999999999998,,,,,,,,,,pepper,1.4724685621875002,1.4724685621875002,,,,,,,margarine,3.5,3.5,soy sauce,8.0,12.0,brown sugar,2.265624999961695,3.02083333328226,serrano,6.5625,6.5625,,,,,,,Garlic,1.5,1.5,,,,fresh ginger,0.5,6.0,,,,,,,shiso,5.700000000096368,5.700000000096368,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,canned mushroom,8.242168033574231,8.242168033574231,,,,coriander,0.45,0.625,,,,,,,,,,,,,,,,,,,Oil,1.45163,1.45163,Sea salt,5.478610997500001,5.478610997500001,Olive Oil,6.75,6.75,Coarse salt,1.4564959097501586,1.4564959097501586,baking soda,0.575,0.575,canola oil,0.7,0.7,tomatoes,4.138888888888889,123.0,,,,,,,,,,,,,,,,Pineapple,5.0,5.0,white vinegar,0.625,3.725,flour,1.562499999973583,3.124999999947166,chives,2.25,2.25,,,,tomato paste,5.4583333332410335,5.4583333332410335,,,,,,,,,,,,,,,,cilantro,0.4999999999915465,0.4999999999915465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vegetable oil,7.0,112.00000000189358,,,,,,,,,,,,,,,,,,,,,,peanuts,3.041666666820943,18.25,,,,,,,pineapple,2.5,82.5,stock,2.5000000001268026,126.80258513191126,smoked paprika,0.19166666666666665,0.19166666666666665,,,,,,,,,,red curry paste,1.333333333423504,1.333333333423504,,,,,,,Coarse salt,3.413478164999584,3.413478164999584,lime juice,7.699999999869816,15.125,Lime,2.09375,2.09375,bean,6.3,6.3,,,,,,,Pepper,1.467245588703813,1.947196135707491,,,,spice mix,0.5,0.675,,,,,,,crisp,5.1562499999128235,5.1562499999128235,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,tomato paste,8.18749999986155,8.18749999986155,,,,coarse salt,0.40451388890940626,0.40451388890940626,,,,,,,,,,,,,,,,,,,Lime,1.3958333333333333,48.33382356166667,all purpose flour,5.208333333333333,15.625,capers,6.449999999999999,6.449999999999999,butter,1.42,9.466666666666667,sweet paprika,0.575,0.575,chili powder,0.675,3.0,oil,4.122459891341118,14.0,,,,,,,,,,,,,,,,onion,5.0,18.75,Kosher salt,0.6194446133749384,1.5817264962088178,tahini,1.5,20.00000000033814,Egg,2.15,2.15,,,,scallions,5.208333333333334,13.888888888888891,,,,,,,,,,,,,,,,sesame oil,0.45,6.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green onion,6.9444444444444455,6.9444444444444455,,,,,,,,,,,,,,,,,,,,,,fish sauce,3.0,24.805832734375002,,,,,,,Ginger,2.5,2.5,vinegar,2.5,29.8,fish sauce,0.18749999993659872,7.2,,,,,,,,,,kecap,1.325,1.325,,,,,,,extra-virgin olive oil,3.375,3.375,rice vinegar,7.45,11.175,fish sauce,2.0000000001352563,13.5,onion,6.25,27.5,,,,,,,pepper,1.31234237,18.625,,,,salt,0.5,4.5,,,,,,,seasoned rice vinegar,4.966666666666667,14.9375,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,soy sauce,8.0,16.167329604318684,,,,turmeric,0.375,0.375,,,,,,,,,,,,,,,,,,,lemon juice,1.2708333333977915,6.09999999989688,butter,4.729166666666666,21.299999999999997,Parsley,5.972214234375,5.972214234375,jalapeno pepper,1.4,1.4,chili peppers,0.546875000027738,0.546875000027738,cacao powder,0.675,0.675,Queso Blanco,4.049931875,4.049931875,,,,,,,,,,,,,,,,Rice Wine Vinegar,4.966666666666667,4.966666666666667,dried parsley,0.6000000000000001,0.6000000000000001,ground turmeric,1.5,1.5,water,1.848345597625,118.29411825,,,,extra-virgin olive oil,4.5,18.0,,,,,,,,,,,,,,,,Sichuan pepper,0.45,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green onions,6.9444444444444455,6.9444444444444455,,,,,,,,,,,,,,,,,,,,,,light brown sugar,3.0,3.0,,,,,,,wine,2.458333333458023,2.458333333458023,palm sugar,2.265624999961695,3.0,cumin,0.17500000000000002,0.17500000000000002,,,,,,,,,,jalapeno pepper,1.3125,1.3125,,,,,,,beef gravy,2.4270833332922988,58.25,water,7.3933823905,78.8627455,cilantro leaves,2.0,2.0,black beans,6.05,6.05,,,,,,,Lemon,0.875,42.0,,,,light brown sugar,0.5,0.5,,,,,,,spring onions,4.629629629629631,4.629629629629631,,,,,,,,,,,,,,,,,,,,,,,,
